ID_Pessoa,ID_Investidor,Investidor,Nome,Cargo_Atual,Decisor,Nível_Decisão,Localização,Foco_Setorial,Foco_Fase,Experiência_Anterior,Empresas_Portfólio,Email_Público,LinkedIn,Perfil_Oficial,Hook_Principal,Fundamento_do_Hook,Fonte_Principal,Data_Verificação,Confiança,Estado_Perfil,Notas
PER0158,INV020,Indico Capital Partners,Cristina Fonseca,General Partner,Sim,Decisor,Lisboa,Enterprise SaaS; AI; founder experience,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Enriquecido,
PER0159,INV020,Indico Capital Partners,Rui Rodrigues,Partner,Sim,Decisor,Lisboa,Investment; M&A,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Base,
PER0160,INV020,Indico Capital Partners,André Almeida Santos,Partner,Sim,Decisor,Lisboa,Investment; international markets,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Base,
PER0161,INV020,Indico Capital Partners,Rui Jerónimo,Principal,Rever,Equipa de investimento,Lisboa,Technology,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Base,
PER0162,INV020,Indico Capital Partners,João Pedro Roque,Principal,Rever,Equipa de investimento,Lisboa,PE; VC; engineering,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Base,
PER0163,INV020,Indico Capital Partners,Tomás Marchão Marques,Investment Analyst,Rever,Equipa de investimento,Lisboa,Technology,Pre-seed to Growth,,,,,https://www.indicocapital.com/about-us,Mostrar como talento do sul da Europa cria uma categoria global e qual vantagem técnica sustenta a escala.,Tese e equipa publicadas na página About Us.,https://www.indicocapital.com/about-us,2026-09-09,Alta,Base,
PER0164,INV021,Shilling,Ricardo Jacinto,Managing Partner,Sim,Decisor,Lisboa,Early-stage tech,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0165,INV021,Shilling,Pedro Ramalho Carlos,General Partner,Sim,Decisor,Lisboa,Early-stage tech,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0166,INV021,Shilling,Hugo Gonçalves Pereira,"Founder, Venture Partner & IC Member",Sim,Comité de investimento,Lisboa,Mobility; climate; company building,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0167,INV021,Shilling,Miguel Santo Amaro,Venture Partner & IC Member,Sim,Comité de investimento,Lisboa,SaaS; HR tech; founder experience,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0168,INV021,Shilling,Pedro Rosa,Principal,Rever,Equipa de investimento,Lisboa,Technology,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0169,INV021,Shilling,Tomás Güida,Principal,Rever,Equipa de investimento,Lisboa,Technology,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0170,INV021,Shilling,António Casanova,Founder & IC Member,Sim,Comité de investimento,Lisboa,Strategy; technology,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0171,INV021,Shilling,Diogo da Silveira,Founder & IC Member,Sim,Comité de investimento,Lisboa,Industry; strategy,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0172,INV021,Shilling,João Coelho Borges,Founder & IC Member,Sim,Comité de investimento,Lisboa,Investment,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0173,INV021,Shilling,Juan Alvarez,Founder & IC Member,Sim,Comité de investimento,Lisboa,Investment,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0174,INV021,Shilling,Pedro Santos Vieira,IC Member,Sim,Comité de investimento,Lisboa,Technology,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0175,INV021,Shilling,Pedro Rutkowski,Founder & IC Member,Sim,Comité de investimento,Lisboa,Investment,Pre-seed; Seed,,,,,https://www.shilling.vc/team,"Mostrar velocidade, ambição global e que apoio específico da comunidade Shilling acelera a empresa.",Website publica modelo de comunidade e composição do IC.,https://www.shilling.vc/team,2026-09-09,Alta,Base,
PER0176,INV022,Armilar Venture Partners,Joaquim Sérvulo Rodrigues,Managing Partner,Sim,Decisor,Lisboa,Tech at the core,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0177,INV022,Armilar Venture Partners,Pedro Ribeiro Santos,Managing Partner,Sim,Decisor,Lisboa,B2B; deeptech; Series A,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Enriquecido,
PER0178,INV022,Armilar Venture Partners,Duarte Mineiro,Managing Partner,Sim,Decisor,Lisboa,Deeptech; Iberia; Europe,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Enriquecido,
PER0179,INV022,Armilar Venture Partners,Nuno Leite,Managing Partner - CFO,Sim,Decisor,Lisboa,Finance; fund management,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0180,INV022,Armilar Venture Partners,João Dias,Investment Partner,Sim,Decisor,Lisboa,Technology,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0181,INV022,Armilar Venture Partners,Rodolfo Condessa,Investment Partner,Sim,Decisor,Lisboa,Technology,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0182,INV022,Armilar Venture Partners,Pedro Castel-Branco,Principal,Rever,Equipa de investimento,Lisboa,Technology,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0183,INV022,Armilar Venture Partners,Inês de Macedo Santos,Principal,Rever,Equipa de investimento,Lisboa,Technology,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0184,INV022,Armilar Venture Partners,Pedro Almeida,Principal,Rever,Equipa de investimento,Lisboa,Technology,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0185,INV022,Armilar Venture Partners,Darío Villena,Principal,Rever,Equipa de investimento,,Technology,Pre-seed to Series B,,,,,https://www.armilar.com/team,"Começar pela diferenciação tecnológica, pelo problema global e pelos sinais de que a solução é muito mais que incremental.",Filosofia pública explicita estes critérios.,https://www.armilar.com/why-armilar,2026-09-09,Alta,Base,
PER0186,INV023,Hoxton Ventures,Hussein Kanji,Partner,Sim,Decisor,Londres,Software; AI; Europe-to-global,Pre-seed; Seed,,,,,https://hoxtonventures.com/team/,Mostrar uma ambição global desproporcional ao ponto de partida europeu.,Hoxton apresenta-se como partner-only e formada por builders.,https://hoxtonventures.com/team/,2026-09-09,Alta,Base,
PER0187,INV023,Hoxton Ventures,Payton Dobbs,Operating Partner,Rever,Influenciador,Londres,Company building,Pre-seed; Seed,,,,,https://hoxtonventures.com/team/,Mostrar uma ambição global desproporcional ao ponto de partida europeu.,Hoxton apresenta-se como partner-only e formada por builders.,https://hoxtonventures.com/team/,2026-09-09,Alta,Base,
PER0188,INV023,Hoxton Ventures,Midge Mazzier,Associate Partner,Sim,Decisor,Londres,Early-stage tech,Pre-seed; Seed,,,,,https://hoxtonventures.com/team/,Mostrar uma ambição global desproporcional ao ponto de partida europeu.,Hoxton apresenta-se como partner-only e formada por builders.,https://hoxtonventures.com/team/,2026-09-09,Alta,Base,
PER0189,INV023,Hoxton Ventures,Rishabh Kaul,Venture Partner,Rever,Influenciador,Londres,Technology,Pre-seed; Seed,,,,,https://hoxtonventures.com/team/,Mostrar uma ambição global desproporcional ao ponto de partida europeu.,Hoxton apresenta-se como partner-only e formada por builders.,https://hoxtonventures.com/team/,2026-09-09,Alta,Base,
PER0190,INV024,Kindred Capital,Leila Zegna,General Partner,Sim,Decisor,Londres,Early-stage technology,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0191,INV024,Kindred Capital,Chrys Chrysanthou,General Partner,Sim,Decisor,Londres,Deeptech; software,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0192,INV024,Kindred Capital,John Cassidy,General Partner,Sim,Decisor,Londres,Fintech; software,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0193,INV024,Kindred Capital,Mark Evans,General Partner,Sim,Decisor,Londres,Consumer; enterprise,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0194,INV024,Kindred Capital,Russell Buckley,Partner Emeritus,Não,Advisor,Londres,Mobile; consumer,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0195,INV024,Kindred Capital,Max Bray,Venture Partner,Rever,Influenciador,Londres,Early-stage technology,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0196,INV024,Kindred Capital,Irina Haivas,Venture Partner,Rever,Influenciador,Londres,Health; biotech,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0197,INV024,Kindred Capital,Juliet Bailin,Venture Partner,Rever,Influenciador,Londres,Technology,Pre-seed; Seed,,,,,https://kindredcapital.vc/,"Destacar missão, alinhamento de longo prazo e por que a pessoa certa precisa de agir agora.","A tese pública põe pessoas, missão e alinhamento no centro.",https://kindredcapital.vc/,2026-09-09,Alta,Base,
PER0198,INV025,Connect Ventures,Pietro Bezza,Managing Partner,Sim,Decisor,Londres,Product; fintech; enterprise,Pre-seed; Seed,,,,,https://www.connectventures.co/,"Apresentar o founder-product fit, a opinião forte incorporada no produto e uma prova de amor do utilizador.",A tese e o processo de decisão são publicados em detalhe.,https://www.connectventures.co/,2026-09-09,Alta,Enriquecido,
PER0199,INV025,Connect Ventures,Sitar Teli,Managing Partner,Sim,Decisor,Londres,Product; consumer; enterprise,Pre-seed; Seed,,,,,https://www.connectventures.co/,"Apresentar o founder-product fit, a opinião forte incorporada no produto e uma prova de amor do utilizador.",A tese e o processo de decisão são publicados em detalhe.,https://www.connectventures.co/,2026-09-09,Alta,Enriquecido,
PER0200,INV025,Connect Ventures,Rory Stirling,General Partner,Sim,Decisor,Londres,Product; AI; logistics; fintech,Pre-seed; Seed,,,,,https://www.connectventures.co/,"Apresentar o founder-product fit, a opinião forte incorporada no produto e uma prova de amor do utilizador.",A tese e o processo de decisão são publicados em detalhe.,https://www.connectventures.co/,2026-09-09,Alta,Enriquecido,
PER0201,INV026,Heartcore Capital,Jimmy Fussing Nielsen,Partner & CEO,Sim,Decisor,Copenhaga,Early-stage tech,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0202,INV026,Heartcore Capital,Christian Lindegaard Jepsen,Partner,Sim,Decisor,Copenhaga,Consumer; software,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0203,INV026,Heartcore Capital,Max Niederhofer,Partner,Sim,Decisor,Londres,Climate; software; consumer,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0204,INV026,Heartcore Capital,Yacine Ghalim,Partner,Sim,Decisor,Paris,Fintech; consumer,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0205,INV026,Heartcore Capital,Naza Metghalchi,Partner,Sim,Decisor,Paris,Deeptech; AI; health,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0206,INV026,Heartcore Capital,Lærke Rud Hansen,Investor,Rever,Equipa de investimento,Copenhaga,Technology,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0207,INV026,Heartcore Capital,Bérenger Teboul-Danguin,Investor,Rever,Equipa de investimento,Paris,Technology,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0208,INV026,Heartcore Capital,Tomáš Fanta,Investor,Rever,Equipa de investimento,,Technology,Inception to Series A,,,,,https://www.heartcore.com/team,Explicar a aspiração humana que a tecnologia serve e por que a equipa tem coragem para perseguir um resultado fora da curva.,"Tese pública: genius and courage, desde inception.",https://www.heartcore.com/about,2026-09-09,Alta,Base,
PER0209,INV027,Partech,Romain Lavault,General Partner,Sim,Decisor,Paris,Seed; AI; chips; autonomous; enterprise; fintech; health,Day 1; Seed; Series A/B,,,,,https://partechpartners.com/team,"Ser específico sobre a estratégia/fundo, o problema técnico e a razão para agir desde day one.",Partech publica critérios por estratégia e perfis detalhados.,https://partechpartners.com/funds,2026-09-09,Alta,Enriquecido,
PER0210,INV027,Partech,Boris Golden,General Partner,Sim,Decisor,Paris,Seed; hybrid models; SaaS; marketplaces,Day 1; Seed; Series A/B,,,,,https://partechpartners.com/team,"Ser específico sobre a estratégia/fundo, o problema técnico e a razão para agir desde day one.",Partech publica critérios por estratégia e perfis detalhados.,https://partechpartners.com/funds,2026-09-09,Alta,Enriquecido,
PER0211,INV027,Partech,Réza Malekzadeh,General Partner,Sim,Decisor,Paris,Venture; enterprise software,Day 1; Seed; Series A/B,,,,,https://partechpartners.com/team,"Ser específico sobre a estratégia/fundo, o problema técnico e a razão para agir desde day one.",Partech publica critérios por estratégia e perfis detalhados.,https://partechpartners.com/funds,2026-09-09,Alta,Enriquecido,
PER0212,INV027,Partech,Alison Imbert,Partner,Sim,Decisor,Paris,Seed; fintech; climate; marketplaces,Day 1; Seed; Series A/B,,,,,https://partechpartners.com/team,"Ser específico sobre a estratégia/fundo, o problema técnico e a razão para agir desde day one.",Partech publica critérios por estratégia e perfis detalhados.,https://partechpartners.com/funds,2026-09-09,Alta,Enriquecido,
PER0213,INV027,Partech,Moritz Steinbrecher,Principal,Rever,Equipa de investimento,Berlim,Devtools; deeptech; SaaS; DACH,Day 1; Seed; Series A/B,,,,,https://partechpartners.com/team,"Ser específico sobre a estratégia/fundo, o problema técnico e a razão para agir desde day one.",Partech publica critérios por estratégia e perfis detalhados.,https://partechpartners.com/funds,2026-09-09,Alta,Base,
PER0214,INV027,Partech,Simone Riva,Partner,Sim,Decisor,Paris / Itália,Venture; software; health,Day 1; Seed; Series A/B,,,,,https://partechpartners.com/team,"Ser específico sobre a estratégia/fundo, o problema técnico e a razão para agir desde day one.",Partech publica critérios por estratégia e perfis detalhados.,https://partechpartners.com/funds,2026-09-09,Alta,Base,
PER0215,INV027,Partech,Ariadne Lemieux-Cumberlege,Senior Associate,Rever,Equipa de investimento,Paris,Seed; fintech,Day 1; Seed; Series A/B,,,,,https://partechpartners.com/team,"Ser específico sobre a estratégia/fundo, o problema técnico e a razão para agir desde day one.",Partech publica critérios por estratégia e perfis detalhados.,https://partechpartners.com/funds,2026-09-09,Alta,Base,
PER0216,INV028,Korys,Dries Crevits,Partner,Sim,Decisor provável,Halle,Investimentos diretos e fundos,Series A; Series B; Series C; Growth; Buyout,PMV; KBC; Fortis,,,,https://korys.be/our-team/,Explicar que mudança mensurável o projeto produz em cinco anos e perguntar qual prova inicial justificaria capital paciente.,"Declaração pessoal: Explica a preferência por investimento com propósito, horizonte longo e impacto observável.",https://korys.be/our-team/,2026-09-09,Alta,Enriquecido,Lote 2.
PER0217,INV028,Korys,Hilde Van der Straeten,Investment Director,Rever,Autoridade por confirmar,Halle,Consumo sustentável,Series A; Series B; Series C; Growth; Buyout,PMV; Belfius; Mitiska,,,,https://korys.be/our-team/,Mostrar dados de utilização que provem que a alternativa responsável é tão conveniente como a atual.,Perfil institucional: Procura benefícios para saúde e sustentabilidade sem sacrificar conveniência.,https://korys.be/our-team/,2026-09-09,Média,Enriquecido,Lote 2.
PER0218,INV028,Korys,Quentin Dupont,Senior Investment Manager,Rever,Autoridade por confirmar,Halle,Tecnologias para energia,Series A; Series B; Series C; Growth; Buyout,Deloitte M&A,,,,https://korys.be/our-team/,Partir da Greenely para perguntar que evidência de adoção doméstica e flexibilidade energética espera antes da expansão geográfica.,Declaração conjunta: Declaração conjunta com Brieuc de Hults apoia a expansão da Greenely e a mudança no consumo doméstico de energia.,https://korys.be/our-team/,2026-09-09,Média,Enriquecido,Lote 2.
PER0219,INV028,Korys,Karel Van Cleemput,Senior Investment Manager,Rever,Autoridade por confirmar,Halle,Energia e mobilidade,Series A; Series B; Series C; Growth; Buyout,KBC Securities,,karel.vancleemput@korys.be,,https://korys.be/our-team/,,Enriquecimento de conteúdo ainda incompleto.,https://korys.be/our-team/,2026-09-09,Média,Parcial,Email publicado no diretório VLAIO; não testado para entrega. Lote 2.
PER0220,INV028,Korys,David Devigne,Investment Director,Rever,Autoridade por confirmar,Halle,Life sciences,Series A; Series B; Series C; Growth; Buyout,UCB; PMV,,david.devigne@korys.be,https://be.linkedin.com/in/daviddevigne,https://korys.be/our-team/,"Se o projeto for oncológico, apresentar a população sem opção eficaz e os dados que sustentam a diferenciação terapêutica.",Declaração pessoal citada: Atribui à Mablink potencial para doentes sem resposta nas terapias existentes.,https://korys.be/our-team/,2026-09-09,Média,Enriquecido,Email publicado no diretório VLAIO; não testado para entrega. Lote 2.
PER0221,INV028,Korys,Katti Van Oosterwijck,Senior Investment Manager,Rever,Autoridade por confirmar,Halle,Consumo sustentável,Series A; Series B; Series C; Growth; Buyout,,,katti.vanoosterwijck@korys.be,,https://www.vlaio.be/en/download/pdf?file=generated-pdf%2Frisicokapitaalverschaffer-korys_direct_investments-7362.pdf,,Enriquecimento de conteúdo ainda incompleto.,https://www.vlaio.be/en/download/pdf?file=generated-pdf%2Frisicokapitaalverschaffer-korys_direct_investments-7362.pdf,2026-09-09,Média,Parcial,Cargo também confirmado na página atual da equipa; conteúdo próprio ainda por aprofundar. Email público VLAIO. Lote 2.
PER0222,INV029,H14,Riccardo Porcelli,Technology Growth Investing (título exato a confirmar),Rever,Autoridade por confirmar,Milão,Growth tecnológico,Venture; Growth,Bocconi Students Investment Club: antigo presidente,,,https://it.linkedin.com/in/riccardo-porcelli-658b6874,https://it.linkedin.com/in/riccardo-porcelli-658b6874,"Ligar o crescimento do negócio a uma métrica verificável de acesso ao serviço, em vez de usar apenas uma narrativa de impacto.",Declaração pessoal: Associa liderança de categoria a acesso a terapia e redução do estigma.,https://it.linkedin.com/in/riccardo-porcelli-658b6874,2026-09-09,Média,Enriquecido,Fontes antigas chamam-lhe Head of Digital Investments; perfil público confirma H14 mas omite cargo formal. Lote 2.
PER0223,INV029,H14,Luigi Lonardi,Equipa H14 (título atual não exposto),Rever,Autoridade por confirmar,Milão,Digital investments (fonte de 2024),Venture; Growth,Formação LSE,,,https://it.linkedin.com/in/luigi-lonardi-3609a9118,https://it.linkedin.com/in/luigi-lonardi-3609a9118,,Enriquecimento de conteúdo ainda incompleto.,https://it.linkedin.com/in/luigi-lonardi-3609a9118,2026-09-09,Média,Parcial,"Notícia de 2024: Vice President. Perfil atual confirma entidade, não o título. Reações a posts não são opiniões atribuíveis. Lote 2."
PER0224,INV030,Fink Family Office,Alexander Fink,Principal,Sim,Decisor provável,Londres,Fintech; proptech; deeptech; IA para investimento,Seed; Series A; Series B,"Empirical Ventures: ligação adicional como Partner / IC, em anúncio público",,,https://uk.linkedin.com/in/alexandermfink,https://uk.linkedin.com/in/alexandermfink,"No caso SaaS: mostrar como a descoberta de investidores complementa a análise de empresas, e pedir opinião sobre a fronteira entre as duas tarefas.",Declaração pessoal: Diz que a family office usa Allermuir para diligência de empresas privadas.,https://uk.linkedin.com/in/alexandermfink,2026-09-09,Alta,Enriquecido,A ligação à Empirical não gera outro registo de pessoa. Allermuir: potencial sobreposição com o caso SaaS; não assumir interesse em investir. Lote 2.
PER0225,INV030,Fink Family Office,Jordan Fink,Principal (segundo conferência de 2026),Rever,Autoridade por confirmar,Londres,Fintech; life sciences; software de análise de investimentos,Seed; Series A; Series B,Client service; Allermuir Capital (função adicional),,,https://uk.linkedin.com/in/jordan-fink-65304a123,https://uk.linkedin.com/in/jordan-fink-65304a123,Perguntar onde a pesquisa externa de investidores pode complementar o trabalho com documentos internos e demonstrar a proveniência de cada dado.,Declaração pessoal: Explica o uso de data rooms e memorandos na análise automatizada de investimentos.,https://uk.linkedin.com/in/jordan-fink-65304a123,2026-09-09,Média,Enriquecido,Fonte atual do perfil destaca Allermuir; confirmar atribuições e disponibilidade para novos cheques na Fink Family Office. Lote 2.
PER0226,INV031,DIG Ventures,Ross Mason,Founding Partner,Sim,Decisor provável,Londres,B2B SaaS; IA; infraestrutura,Pre-seed; Seed,Fundador da MuleSoft,,,,https://www.dig.ventures/team,"Perguntar que erro de produto ou vendas um fundador técnico deve resolver antes de captar, ligando a pergunta à experiência MuleSoft.",Declaração pessoal: Explica a evolução de family office para fundo institucional e o apoio operacional a founders europeus.,https://www.dig.ventures/team,2026-09-09,Alta,Enriquecido,Desia é uma participação anunciada por Ross com possível sobreposição com ferramentas para profissionais de investimento. Lote 2.
PER0227,INV031,DIG Ventures,Melissa Klinger,General Partner,Sim,Decisor provável,Londres,B2B; comercialização de software técnico,Pre-seed; Seed,"MuleSoft: vendas, customer success e estratégia",,,,https://www.dig.ventures/team,Levar um exemplo de conversa comercial difícil e perguntar o que mudaria na primeira venda de um produto técnico.,Perfil institucional: A biografia destaca trabalho com founders técnicos na construção da função comercial.,https://www.dig.ventures/team,2026-09-09,Alta,Enriquecido,Lote 2.
